symbol,term,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Inventory,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing Cash Flow,Dividend,Financing Cash Flow,Price,Price_M1,Price_M2,Price_M3,name,name_kr,sector,industry,avg_volume
RYAM,2019Q4,1430.95,1377.48,53.465,80.775,-52.4831,-31.032,-0.73,91.4579,-52.483,54.5119,64.025,197.776,251.18,573.827,1906.32,2480.15,19.448,286.146,1062.69,1511.2,1797.35,682.798,143.941,41.904,-87.87,52.502,0.14,-138.484,3.84,3.08,2.45,1.06,Rayonier Advanced Materials Inc,레이오니어 어드밴스드 머티리얼,Basic Materials,Chemicals,558767
RYI,2019Q4,4501.6,3673.7,827.9,636.8,210.8,82.4,2.19,269.2,210.8,37.698,59.8,425.1,742.9,1280.0,741.5,2021.5,49.2,491.9,932.6,1351.0,1842.9,178.6,58.4,193.1,24.6,26.4,,-183.8,11.83,10.25,8.33,5.32,Ryerson Holding Corp,라이어슨 홀딩,Industrials,Metal Fabrication,123733
RYN,2019Q4,711.556,558.35,153.206,41.646,107.027,59.105,0.45,235.711,107.027,129.257,68.735,27.127,14.518,125.975,2735.02,2861.0,82.0,151.186,973.129,1172.17,1323.35,1537.64,128.684,214.253,-213.086,-219.39,1.08,-79.649,32.76,30.38,26.53,23.55,Rayonier Inc,레이어니어,Real Estate,Reit Specialty,877300
SABR,2019Q4,3974.99,3011.36,963.627,600.21,363.417,158.592,0.58,864.945,363.417,274.168,436.176,546.533,0.0,1121.92,4568.04,5689.96,81.614,1025.54,3261.82,3716.74,4742.29,947.669,501.528,581.26,-115.166,-243.026,0.56,-409.721,22.44,21.54,13.61,5.93,Sabre Corp,세이버,Technology,Information Technology Services,1905570
SAFE,2019Q4,93.396,2.673,90.723,14.435,36.142,27.693,0.9400000000000001,50.287,36.142,31.008,46.782,455.39,,502.172,2064.39,2566.56,6.0,43.008,1373.0,57.333,1473.26,1093.3,14.145,-1.963,-28.816,-1520.78,0.46,1545.1,40.3,44.96,54.62,63.23,Safehold Inc,세이프홀드,Real Estate,Reit Diversified,148667
SAFM,2019Q4,3440.26,3158.32,281.935,211.141,67.9939,52.516,2.37,215.966,67.9939,21.829,95.417,138.39,289.928,581.111,1193.02,1774.13,0.0,215.681,55.0,140.778,356.459,1417.68,147.972,206.8,-248.507,-248.507,1.28,15.931000000000001,176.22,137.69,123.56,123.32,Sanderson Farms Inc,샌더슨 팜스,Consumer Defensive,Packaged Foods,320833
SAGE,2019Q4,6.868,0.4,6.468,345.777,-708.124,-680.238,-13.38,-712.807,-708.124,50.834,1008.39,0.0,,1035.09,49.057,1084.15,10.0,112.128,27.0,27.367,139.495,944.655,-4.683,-528.706,-5.751,-143.156,,607.624,72.19,66.28,47.0,28.72,SAGE Therapeutics Inc,세이지 테라퓨틱스,Healthcare,Biotechnology,367767
SAH,2019Q4,10454.3,8933.3,1521.0,1099.4,307.7,144.1,3.34,400.101,307.7,43.016,29.103,432.742,1517.87,2017.61,1715.58,4071.03,69.908,2066.16,673.291,1060.12,3126.27,944.764,92.4,170.8,-114.7,136.8,0.4,-284.4,31.0,31.63,28.0,13.28,Sonic Automotive Inc Class A,소닉 오토모티브 Class A,Consumer Cyclical,Auto & Truck Dealerships,314567
SAIA,2019Q4,1786.73,470.036,1316.7,1045.38,152.586,113.719,4.38,271.721,152.586,25.952,0.248,204.407,,232.379,1183.31,1415.69,19.405,241.246,117.025,359.221,600.467,815.226,119.135,272.876,-281.031,-281.031,,6.209,93.12,87.1,87.31,73.54,Saia Inc,사이아,Industrials,Trucking,330700
SAIC,2019Q4,6031.0,5370.0,661.0,270.0,289.0,158.0,2.65,408.0,289.0,57.7,162.0,1118.0,144.0,1424.0,3276.0,4700.0,64.0,1191.0,1872.0,2120.0,3311.0,1389.0,119.0,411.0,-18.0,-1045.0,1.42,608.0,87.02,87.77,80.13,74.63,Science Applications International Corp,사이언스 애플리케이션스 인터내셔널,Technology,Information Technology Services,315100
SAIL,2019Q4,288.515,65.475,223.04,176.353,-9.433,-8.5,-0.1,20.38,-9.433,88.907,450.12,106.428,,584.418,405.66,990.078,4.0,172.564,309.051,383.387,555.951,434.127,29.813,50.091,-6.134,-38.906,,361.699,23.6,25.09,25.32,15.22,SailPoint Technologies Holdings Inc,세일포인트 테크놀러지 홀딩스,Technology,Software Infrastructure,948767
SAM,2019Q4,1249.82,635.658,614.166,468.343,144.912,110.041,9.26,201.183,144.912,11.886,36.67,63.863,106.038,218.648,835.409,1054.06,5.0,180.649,56.0,137.772,318.421,735.636,56.271,178.242,-93.068,-258.829,,8.858,377.85,356.38,370.79,367.56,Boston Beer Company Inc Class A,보스턴 비어 Class A,Consumer Defensive,Beverages Brewers,208267
SAND,2019Q4,89.434,56.131,33.303,8.274000000000001,19.119,16.397,0.08,60.737,19.119,177.62,17.772,7.611,0.0,28.144,595.031,623.175,0.0,3.865,45.0,48.414,52.279,570.896,41.618,57.339,-37.961,-65.031,,8.749,7.45,6.86,5.93,5.01,Sandstorm Gold Ltd,샌드스톰 골드,Basic Materials,Gold,3458270
SANM,2019Q4,7886.01,7308.53,577.484,260.155,265.756,141.908,2.04,381.648,265.756,70.178,430.564,1063.92,843.764,2805.24,1024.49,3829.73,38.728,1530.13,342.537,620.218,2150.35,1679.38,115.892,482.572,-118.597,-119.096,,-342.327,34.24,31.84,26.29,27.28,Sanmina Corp,산미나,Technology,Electronic Components,463233
SAP,2019Q4,30859.4,9356.48,21502.9,10440.6,5009.76,3719.52,3.11,7106.4,5009.76,1194.0,6284.32,8856.96,0.0,17038.6,50401.1,67440.8,3665.76,16197.4,14473.8,16723.8,32920.2,34520.6,2096.64,3915.52,0.0,-7863.52,1.67,114.24,133.99,130.77,123.57,110.5,SAP SE ADR,SAP ADR,Technology,Software Application,760633
SASR,2019Q4,419.191,82.561,336.63,180.511,154.173,116.433,3.26,,,35.562,146.103,,,6872.19,1756.82,8629.0,359.0,6772.85,723.183,723.183,7496.03,1132.97,13.398,99.943,-5.148,-241.276,1.18,185.955,37.88,34.8,30.76,22.64,Sandy Spring Bancorp Inc,샌디 스프링 뱅코프,Financial Services,Banks Regional,171200
SATS,2019Q4,1886.08,787.355,1098.73,509.145,73.077,-62.917,-0.65,667.189,73.077,96.738,2460.05,196.629,80.0,2836.21,4318.08,7154.3,15.0,496.019,2389.17,2912.73,3408.74,3745.55,594.112,656.322,-418.584,821.958,,-885.311,43.31,39.91,34.92,31.97,EchoStar Corp Class A,에코스타 Class A,Technology,Communication Equipment,278488
SAVE,2019Q4,3830.54,993.478,2837.06,1418.64,501.047,335.255,4.9,734.965,501.047,68.429,1084.28,94.82,,1385.44,5657.97,7043.41,258.852,1112.04,1960.45,3670.04,4782.08,2261.33,233.918,551.321,-444.575,-456.929,,-120.168,40.31,41.07,28.45,12.89,Spirit Airlines Inc,스피릿 에어라인스,Industrials,Airlines,838533
SB,2019Q4,197.761,82.284,115.477,20.639,44.051,4.341,0.05,44.051,44.051,101.686,106.378,15.917,9.265,135.989,978.654,1114.64,64.054,86.784,536.995,555.117,641.901,472.742,52.155,58.284,-39.24,-36.785,,8.54,1.7000000000000002,1.3,1.32,1.19,Safe Bulkers Inc,세이프 벌커스,Industrials,Marine Shipping,458600
SBAC,2019Q4,2014.65,493.031,1521.61,192.717,583.488,146.991,1.3,1300.92,583.488,112.809,138.552,132.125,,334.271,9425.67,9759.94,522.09,1048.29,9812.33,12378.7,13427.0,-3667.01,717.436,970.045,-154.236,-947.158,0.74,-62.314,240.99,249.56,265.09,269.97,SBA Communications Corp Class A,SBA 커뮤니케이션스 Class A,Real Estate,Reit Specialty,609800
SBCF,2019Q4,346.555,46.205,300.35,165.912,128.612,98.739,1.92,,,51.449,128.273,,,5311.55,1796.96,7108.51,407.0,5670.87,386.085,451.998,6122.87,985.639,11.081,117.745,-2.523,-321.341,,212.176,30.57,27.15,24.9,18.31,Seacoast Banking Corporation of Florida,시코스트 뱅킹 코퍼레이션 오브 플로리다,Financial Services,Banks Regional,184100
SBGI,2019Q4,4240.0,2229.0,2011.0,1119.0,470.0,47.0,0.51,1621.0,470.0,92.015,1333.0,1235.0,,2913.0,14457.0,17370.0,71.0,1134.0,12367.0,14542.0,15676.0,1694.0,1151.0,916.0,-148.0,-9530.0,0.8,8887.0,33.34,29.92,23.21,16.08,Sinclair Broadcast Group Inc Class A,싱클레어 브로드캐스트 그룹 Class A,Communication Services,Broadcasting,618300
SBH,2019Q4,3867.17,1962.48,1904.68,1463.69,443.122,259.111,2.18,555.033,443.122,116.125,67.262,94.657,991.839,1189.04,1486.02,2675.06,0.855,594.605,1578.44,2078.25,2672.86,2.199,111.911,332.484,-109.608,-114.525,,-253.802,18.25,15.35,12.44,8.08,Sally Beauty Holdings Inc,샐리 뷰티 홀딩스,Consumer Cyclical,Specialty Retail,2028970
SBLK,2019Q4,821.365,567.281,254.084,34.819,73.698,-16.201,-0.19,73.698,73.698,93.7356,125.241,60.274,51.153,266.042,2972.63,3238.67,150.35,310.931,1379.24,1383.7,1694.63,1544.04,186.452,88.525,-290.508,-279.837,0.05,103.697,11.81,8.1,8.67,5.64,Star Bulk Carriers Corp,스타 벌크 캐리어스,Industrials,Marine Shipping,578433
SBNY,2019Q4,1973.39,600.083,1373.31,551.905,821.403,586.486,10.92,,,53.774,789.832,,,40087.6,10286.6,50591.8,3258.0,41005.8,4598.26,4598.26,45846.6,4745.2,131.009,778.224,-32.937,-2634.36,2.24,2328.51,136.61,141.89,125.1,80.39,Signature Bank,시그니처 뱅크,Financial Services,Banks Regional,448300
SBRA,2019Q4,661.736,0.0,661.736,30.886,217.772,68.996,0.34,399.321,217.772,187.172,49.143,0.0,,156.517,5912.78,6069.3,13.0,108.792,2402.1,2402.1,2580.84,3488.46,181.549,372.475,252.463,262.844,1.8,-646.18,21.34,21.5,19.55,10.92,Sabra Health Care REIT Inc,사브라 헬스케어 리츠,Real Estate,Reit Healthcare Facilities,1679970
SBS,2019Q4,4557.06,2568.88,1988.18,504.582,1447.33,853.329,1.4100000000000001,1898.4,1447.33,683.51,577.556,645.272,17.853,1240.68,10531.7,11772.4,724.684,1635.3,2631.53,4654.6,6289.9,5482.51,451.076,1063.58,-19.8055,-827.93,0.30000000000000004,-432.286,15.05,14.16,13.03,7.38,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP ADR,사네아멘투 바지쿠 두 에스타두 ADR,Utilities,Utilities Regulated Water,1450700
SBSW,2019Q4,7038.73,6315.52,723.131,189.951,,-175.261,-0.0786,1344.55,,2670.0,400.214,327.493,1104.2,1863.53,1207.76,7198.86,10.5413,1020.44,1707.34,3853.54,4981.05,2113.32,501.987,1802.49,-1484.83,-1188.35,,-374.601,9.93,10.2,8.46,4.72,Sibanye Stillwater Ltd ADR,시바니 스틸워터 ADR,Basic Materials,Gold,3952270
SBUX,2019Q4,26973.0,8587.5,18385.5,1810.3,4282.0,3724.3,3.06,5749.7,4282.0,1180.4,3108.9,908.1,1408.7,5899.7,21831.6,27731.3,996.6,8675.5,10653.2,25814.9,34490.4,-6759.1,1467.7,4504.1,-1769.5,-886.7,1.49,-5321.3,87.92,84.83,78.43,65.74,Starbucks Corp,스타벅스,Consumer Cyclical,Restaurants,8602200
SCCO,2019Q4,7285.6,3606.4,3679.2,131.8,2753.0,1485.8,1.92,3517.4,2753.0,773.1,2005.8,911.8,1068.5,4184.7,12222.7,16407.4,399.8,1476.5,6541.0,8072.7,9549.2,6858.2,764.4,1911.9,-707.5,-574.0,2.04,-262.2,42.48,37.68,33.65,28.16,Southern Copper Corp,서던 코퍼,Basic Materials,Copper,811867
SCHL,2019Q4,1660.6,793.6,867.0,772.3,28.3,17.8,0.51,116.0,28.3,34.8,277.8,333.5,357.8,1022.6,1009.1,2031.7,23.5,650.7,2.6,119.7,770.4,1261.3,87.7,91.2,-74.4,-123.2,0.6000000000000001,-47.8,38.45,32.95,32.09,25.49,Scholastic Corp,스콜라스틱,Communication Services,Publishing,154667
SCHN,2019Q4,1974.34,1733.16,241.182,186.76,53.2661,33.162,1.21,108.558,54.432,27.515,9.624,120.789,177.934,339.88,818.712,1158.59,1.431,157.431,126.875,316.125,473.556,685.036,54.126,167.479,-89.487,-88.247,0.75,-80.895,21.68,16.08,16.48,13.04,Schnitzer Steel Industries Inc Class A,슈니처 스틸 인더스트리스 Class A,Basic Materials,Steel,196333
SCHW,2019Q4,10721.0,0.0,10721.0,5141.0,5231.0,3526.0,2.68,6026.0,5231.0,1311.0,49828.0,39979.0,0.0,89807.0,204198.0,294005.0,0.0,264830.0,7430.0,7430.0,272260.0,21745.0,795.0,9325.0,-708.0,11964.0,0.68,-13939.0,47.56,45.55,40.75,33.62,Charles Schwab Corp,찰스 슈왑,Financial Services,Capital Markets,6316000
SCI,2019Q4,3230.79,2470.2,760.58,126.886,666.613,369.596,2.04,919.273,666.613,182.246,186.276,81.671,25.118,373.553,13303.9,13677.4,69.821,556.719,3513.53,11297.5,11854.2,1823.26,252.66,628.755,-239.957,-278.511,0.72,-319.093,46.03,47.95,47.79,39.11,Service Corporation International,서비스 코퍼레이션 인터내셔널,Consumer Cyclical,Personal Services,1200330
SCM,2019Q4,58.9119,,58.9119,2.5917,22.4389,26.436,1.47,38.8911,37.4148,18.2757,16.1333,3.0636,,19.1969,629.316,648.513,160.511,160.714,205.518,217.228,377.942,270.571,1.4763,-93.2861,0.0,-46.8713,1.3599999999999999,91.9523,14.23,14.25,11.76,7.29,Stellus Capital Investment Corp,스텔러스 캐피털 인베스트먼트,Financial Services,Asset Management,149567
SCOR,2019Q4,388.645,199.622,189.023,155.564,-310.467,-338.996,-5.54,-16.3,-310.467,63.591,66.773,71.853,,153.983,569.712,723.695,10.284,190.237,196.538,274.484,464.721,258.974,294.167,-4.636,-14.236,-10.46,,31.973,4.94,3.95,3.5,2.8200000000000003,Comscore Inc,컴스코어,Communication Services,Internet Content & Information,1318230
SCPL,2019Q4,465.8,158.5,307.3,170.3,103.7,32.4,0.8200000000000001,103.7,103.7,22.7,110.6,32.1,,147.0,237.6,384.6,1.9,29.2,5.2,77.9,107.1,277.5,7.0,93.0,-8.8,-8.8,,15.9,12.29,10.6,9.04,9.52,Sciplay Corp Class A,사이플레이 Class A,Communication Services,Electronic Gaming & Multimedia,533500
SCS,2019Q4,3689.9,2498.8,1191.1,0.0,235.0,153.3,1.3,319.0,235.0,117.2,367.7,447.8,248.3,1132.3,1391.5,2523.8,2.6,707.4,481.5,884.7,1592.1,931.7,84.0,303.9,-72.5,-70.2,0.58,84.7,20.46,18.61,16.22,9.87,Steelcase Inc Class A,스틸케이스 Class A,Industrials,Business Equipment & Supplies,683933
SCU,2019Q4,597.346,,597.346,568.31,3.49,51.418,2.48,164.344,28.39,20.773,245.439,230.75,,786.746,494.683,1397.24,0.0,399.095,384.236,782.683,1181.78,215.461,135.954,211.971,-1.935,-14.82,,-275.596,22.1,22.94,22.68,13.54,Sculptor Capital Management Inc Class A,스컬프터 캐피털 매니지먼트 Class A,Financial Services,Asset Management,158000
SCVL,2019Q4,1031.33,722.699,308.635,257.706,50.929,40.724,1.4,68.873,50.929,28.808,33.707,2.47,298.002,345.047,302.665,647.712,42.481,130.622,202.138,216.342,346.964,300.748,17.944,64.393,-17.473,-15.956,0.16,-54.429,18.64,17.93,14.95,10.39,Shoe Carnival Inc,슈 카니발,Consumer Cyclical,Apparel Retail,520133
SCWX,2019Q4,541.489,248.91,292.579,249.345,-50.0531,-38.216,-0.48,-7.7011,-50.053,80.518,138.788,118.396,0.906,284.267,745.739,1030.01,0.0,261.149,27.091,101.885,363.034,666.972,42.352,67.012,-15.308,-15.308,,-28.695,16.66,15.73,13.89,11.51,SecureWorks Corp Class A,시큐어웍스,Technology,Software Infrastructure,112133
SD,2019Q4,266.845,110.332,156.513,32.058,-446.767,-449.305,-12.66,-287.651,-446.767,35.427,5.968,28.644,0.0,38.606,569.083,607.689,0.0,88.423,57.5,116.814,205.237,402.452,159.116,121.324,-189.849,-189.849,,54.848,4.24,2.55,2.06,0.9,SandRidge Energy Inc,샌드리지 에너지,Energy,Oil & Gas E&P,249667
SE,2019Q4,1565.24,1163.49,401.752,1037.1,-736.479,-1286.15,-2.9699999999999998,-704.148,-736.479,436.602,3656.25,191.77,26.932,4410.14,814.03,5224.17,1.258,2362.37,1356.69,1689.15,4051.52,1172.65,187.297,69.865,-324.116,-363.219,,2579.6,40.22,45.24,45.06,44.31,Sea Ltd ADR Class A,씨 ADR,Communication Services,Electronic Gaming & Multimedia,2557800
SEAC,2019Q4,64.796,24.458,40.338,30.25,-26.964,-28.502,-0.79,-24.669,-26.964,36.751,11.219,19.915,0.20400000000000001,37.551,34.988,72.539,0.0,19.273,2.056,4.202,23.475,49.064,2.295,-13.272,-0.28800000000000003,-1.457,,-0.074,4.19,4.44,3.66,3.7199999999999998,SeaChange International Inc,씨체인지 인터내셔널,Technology,Software Application,571867
SEAS,2019Q4,1398.24,758.61,639.634,261.701,213.2,89.476,1.15,377.203,213.2,80.309,39.946,49.728,33.163,169.149,2131.37,2300.52,65.505,402.66,1482.62,1686.97,2089.63,210.892,164.003,348.416,-195.217,-195.193,,-147.305,31.71,34.46,27.21,11.02,SeaWorld Entertainment Inc,시월드 엔터테인먼트,Consumer Cyclical,Leisure,1068470
SEDG,2019Q4,1425.66,946.322,479.338,137.345,189.946,146.549,3.03,216.933,189.946,47.9189,348.314,298.383,170.798,932.763,526.003,1494.62,15.673,436.714,2.399,246.24,682.954,811.67,26.987,259.0,-72.562,-152.853,,-73.021,95.09,97.86,124.72,81.88,Solaredge Technologies Inc,솔라에지 테크놀로지스,Technology,Solar,667400
SEE,2019Q4,4791.1,3226.3,1564.8,913.3,578.5,263.0,1.71,729.3,578.5,154.3,262.4,669.6,570.3,1564.0,4201.2,5765.2,115.6,1436.2,3698.6,4525.2,5961.4,-196.2,150.8,511.1,-192.1,-665.6,0.64,139.9,39.83,35.5,30.31,24.71,Sealed Air Corp,실드에어,Consumer Cyclical,Packaging & Containers,1380270
SEEL,2019Q4,0.375,0.0,0.375,7.559,-29.747,-51.255,-4.47,-29.747,-29.747,20.309,10.261,0.0,0.0,11.096,0.0,11.096,0.0,10.778,0.0,0.325,11.103,-0.007,0.0,-19.305,0.0,0.0,,29.524,1.34,1.04,0.88,0.49,Seelos Therapeutics Inc,실로스 테라퓨틱스,Healthcare,Biotechnology,196700
SEIC,2019Q4,1649.89,0.0,1649.89,897.195,460.424,501.426,3.31,541.279,460.424,151.54,844.547,394.523,33.486,1304.85,803.736,2151.37,9.156,293.565,0.803,119.027,412.592,1738.78,80.855,545.122,-77.171,-78.18,0.68,-386.62,65.48,65.26,54.71,46.34,SEI Investments Co,SEI 인베스트먼트,Financial Services,Asset Management,485000
SEM,2019Q4,5453.92,4641.0,812.92,128.463,471.881,148.449,1.1,696.023,471.881,130.248,335.882,781.262,,1212.99,6127.29,7340.29,25.167,914.28,3419.94,5496.97,6411.25,929.035,224.142,445.182,-156.934,-316.729,,32.251,23.34,22.84,23.94,15.0,Select Medical Holdings Corp,셀렉트 메디컬 홀딩스,Healthcare,Medical Care Facilities,540100
SENS,2019Q4,21.301,40.749,-19.448,72.784,-130.662,-115.549,-0.62,-129.661,-130.662,188.754,95.938,10.379,16.929,127.758,5.043,132.801,103.787,126.708,11.8,14.742,141.45,-8.649000000000001,1.001,-136.047,-1.045,-1.045,,96.237,0.92,0.8200000000000001,1.4,0.63,Senseonics Holdings Inc,센서닉스 홀딩스,Healthcare,Diagnostics & Research,1369330
SF,2019Q4,3337.03,44.011,3293.02,2368.44,599.138,431.077,4.0266,782.804,599.138,107.997,1658.98,11603.6,972.932,14235.5,10374.7,24610.2,786.0,19221.8,1718.64,1718.64,20940.4,3669.79,183.666,626.861,-157.897,-350.327,0.4,-1076.87,40.43,43.13,36.29,27.52,Stifel Financial Corp,스티펄 파이낸셜,Financial Services,Capital Markets,490500
SFBS,2019Q4,414.785,103.158,311.627,124.766,186.861,149.18,2.79,,,53.531,630.6,,,7848.04,1099.61,8947.65,474.0,8013.12,64.703,91.855,8104.97,842.682,6.957,164.275,-0.919,-988.349,0.63,772.779,37.68,36.75,34.55,29.32,ServisFirst Bancshares Inc,서비스퍼스트 뱅크셰어스,Financial Services,Banks Regional,130767
SFIX,2019Q4,1656.14,916.874,739.263,726.505,12.758,26.025,0.26,28.566,12.758,101.557,297.283,0.0,148.502,485.487,311.841,797.328,23.042,242.894,131.694,145.82,388.714,408.614,15.808,55.152,-31.342,-95.927,,4.614,25.66,22.9,24.03,12.7,Stitch Fix Inc Class A,스티치 픽스 Class A,Consumer Cyclical,Apparel Retail,2478430
SFL,2019Q4,458.849,162.731,296.118,10.203,117.561,89.177,0.81,211.634,117.561,118.21,333.0,47.0,8.0,390.0,3494.88,3885.0,322.0,366.0,2393.0,2413.17,2779.0,1106.0,80.211,270.08,-29.039,-190.254,1.4,-89.204,14.54,13.24,12.14,9.47,SFL Corporation Ltd,SFL 코퍼레이션,Industrials,Marine Shipping,472900
SFM,2019Q4,5634.83,3740.02,1894.82,1549.71,217.36,149.629,1.25,422.006,217.36,119.368,85.314,15.713,275.979,387.839,2335.14,2722.98,107.0,416.812,549.419,1724.22,2141.03,581.952,204.646,355.21,-183.232,-183.232,,-87.441,19.35,15.63,15.98,18.59,Sprouts Farmers Market Inc,스프라우츠 파머스 마켓,Consumer Defensive,Grocery Stores,1953300
SFNC,2019Q4,981.002,181.37,799.632,460.821,338.811,237.828,2.44,0.681,107.596,98.351,1001.18,0.0,2021.0,15479.4,5779.7,21259.1,160.0,16424.5,1685.86,1845.71,18270.2,2988.92,-16.968,256.078,-67.831,604.477,0.64,-697.39,26.79,23.98,21.38,18.4,Simmons First National Corp Class A,시몬스 퍼스트 내셔널 Class A,Financial Services,Banks Regional,434767
SFUN,2019Q4,219.712,26.472,193.24,174.648,24.865,-6.971,1.81,24.865,24.865,8.974,519.0,141.0,0.0,687.0,1126.22,1813.0,370.0,640.0,353.0,582.245,1222.0,590.0,25.383,69.259,-12.087,-57.003,,-10.8496,28.6,26.0,21.8,13.5,Fang Holdings Ltd ADR Class A,팽 홀딩스 ADR Class A,Communication Services,Internet Content & Information,124323
SGEN,2019Q4,916.713,43.952,872.761,373.932,-220.545,-158.65,-0.97,-191.947,-220.545,165.498,811.055,236.001,85.932,1176.64,1029.23,2205.87,9.0,259.357,68.0,70.222,329.579,1876.29,28.598,-163.737,-70.753,-277.729,,637.842,114.26,108.39,113.86,115.38,Seagen Inc,시젠,Healthcare,Biotechnology,1709470
SGH,2019Q4,1090.14,883.36,206.778,111.325,47.1631,20.58,0.445,83.4711,47.1631,47.426,111.389,228.782,159.999,532.328,250.405,782.733,23.039,299.975,177.303,210.974,510.949,271.784,36.308,159.572,-25.186,-101.193,,-5.66,18.97,15.08,13.42,12.15,SMART Global Holdings Inc.,스마트 글로벌 홀딩스,Technology,Semiconductors,555933
SGMO,2019Q4,102.428,,102.428,61.686,-105.18,-95.186,-0.87,-100.281,-105.18,112.114,362.474,37.591,,405.473,232.043,637.516,3.214,69.872,41.192,134.905,204.777,432.739,4.899,-144.402,-20.675,-59.801,,142.029,8.37,7.33,8.53,6.37,Sangamo Therapeutics Inc,상가모 테라퓨틱스,Healthcare,Biotechnology,851133
SGMS,2019Q4,2388.0,746.0,1642.0,619.0,290.0,-130.0,-1.4,290.0,290.0,93.0,364.0,755.0,244.0,1615.0,6194.0,7809.0,45.0,766.0,8680.0,9151.0,9917.0,-2108.0,542.0,546.0,-224.0,-263.0,,-129.0,26.78,24.84,18.24,9.7,Scientific Games Corp,사이언티픽 게임스,Consumer Cyclical,Gambling,775900
SGRY,2019Q4,1831.4,1407.6,423.8,88.6,235.9,-110.5,-2.27,322.6,246.1,48.28,92.7,326.9,46.3,525.5,4493.4,5018.9,56.0,398.1,2524.7,3242.4,3640.5,1378.4,76.5,129.5,-56.0,-85.2,,-135.9,15.65,16.87,16.42,6.53,Surgery Partners Inc,서저리 파트너스,Healthcare,Medical Care Facilities,240633
SHAK,2019Q4,594.519,446.607,147.912,65.649,25.685,19.827,0.65,66.389,25.685,31.381,73.607,9.97,2.221,87.675,880.593,968.268,32.0,99.392,309.0,546.891,646.283,321.985,40.704,89.857,-106.507,-80.686,,3.178,59.57,67.45,59.44,37.74,Shake Shack Inc Class A,쉐이크쉑,Consumer Cyclical,Restaurants,706100
SHEL,2019Q4,352106.0,281775.0,70331.0,10493.0,30175.0,15842.0,3.92,58876.0,30175.0,4029.15,25204.0,43414.0,24071.0,92689.0,311647.0,404336.0,15064.0,79624.0,81360.0,134249.0,213873.0,190463.0,28701.0,42178.0,-18168.0,-15779.0,3.76,-35209.0,58.98,52.15,44.03,34.89,Shell PLC ADR,쉘 ADR,Energy,Oil & Gas Integrated,3725700
SHEN,2019Q4,423.173,171.422,251.751,95.562,48.938,55.957,1.1,96.134,48.938,49.762,101.651,73.947,-1.167,241.853,1614.48,1898.9,31.65,153.577,688.464,1272.9,1426.47,472.428,47.196,259.145,-67.048,-165.334,0.29,-77.246,41.61,40.35,44.43,49.25,Shenandoah Telecommunications Co,셰넌도어 텔레커뮤니케이션스,Communication Services,Telecom Services,164400
SHO,2019Q4,1115.17,389.325,725.842,298.219,137.373,122.903,0.54,297.225,137.373,225.681,864.973,35.209,0.0,913.732,3005.24,3918.97,82.0,325.552,904.524,972.351,1297.9,2621.07,159.852,290.92,-47.15,-47.15,0.74,-241.166,13.92,12.68,10.95,8.71,Sunstone Hotel Investors Inc,선스톤 호텔 인베스터스,Real Estate,Reit Hotel & Motel,1722230
SHOO,2019Q4,1787.16,1101.14,686.017,129.486,176.814,141.311,1.78,204.084,176.814,79.577,304.622,254.637,136.896,718.879,559.768,1278.65,39.0,281.271,133.0,156.152,437.423,841.224,27.27,233.78,-18.311,-27.748,0.5700000000000001,-142.178,43.01,38.56,32.7,23.23,Steven Madden Ltd,스티븐 매든,Consumer Cyclical,Footwear & Accessories,626833
SHOP,2019Q4,1578.17,712.53,865.643,626.606,-141.147,-124.842,-1.11,-105.496,-141.147,113.026,2455.19,240.701,,2742.23,747.251,3489.48,9.0,316.382,143.0,157.363,473.745,3015.73,35.651,70.615,-56.759,-569.475,,736.351,397.58,465.66,463.31,416.93,Shopify Inc Class A,쇼피파이 Class A,Technology,Software Application,2257400
SHW,2019Q4,17900.8,9864.7,8036.1,5314.0,2409.3,1541.3,5.5966000000000005,3115.5,2409.3,275.4,161.8,2088.9,1889.6,4631.7,15864.5,20496.2,634.5,4521.9,8050.7,11851.0,16372.9,4123.3,706.2,2321.3,-328.9,-462.6,1.51,-1846.4,194.51,185.66,172.25,153.17,Sherwin-Williams Co,셔윈-윌리엄즈,Basic Materials,Specialty Chemicals,1552400
SHYF,2019Q4,756.542,639.515,117.027,64.549,47.6139,-12.566,-0.36,72.6499,47.6139,35.318,19.349,67.036,59.456,252.808,197.729,450.537,0.177,157.957,88.67,120.833,278.79,171.747,25.036,34.181,-10.027,-98.965,0.1,56.694,18.08,17.0,14.75,12.91,Shyft Group Inc,시프트그룹,Industrials,Farm & Heavy Construction Machinery,424633
SID,2019Q4,6445.59,4374.51,2071.08,723.171,865.665,453.35,0.36,1250.66,865.665,1380.11,943.187,518.946,1338.65,3224.72,9665.56,12890.3,1298.89,2944.5,5787.96,7066.66,10011.2,2879.11,384.998,1234.53,-561.143,-566.695,0.24,-960.098,3.45,2.99,2.46,1.31,Companhia Siderurgica Nacional ADR,시데루르지카 나시오나우 ADR,Basic Materials,Steel,3442970
